,title,release_date,budget,revenue,runtime,rating,vote_count,language
1256,Ishtar,5/15/1987,55000000.0,14375181.0,107.0,4.2,28.0,English
1257,Fantastic Mr. Fox,10/23/2009,40000000.0,46471023.0,87.0,7.5,1176.0,English
1258,Life or Something Like It,4/26/2002,40000000.0,16872671.0,103.0,5.7,124.0,English
1259,Memoirs of an Invisible Man,2/28/1992,40000000.0,14358033.0,99.0,5.7,125.0,English
1260,Amélie,4/25/2001,10000000.0,173921954.0,122.0,7.8,3310.0,French
1262,Alfie,10/22/2004,60000000.0,13395939.0,103.0,5.6,248.0,English
1263,Big Miracle,2/2/2012,40000000.0,24719215.0,107.0,6.6,152.0,English
1264,The Deep End of the Ocean,3/12/1999,38000000.0,28121100.0,106.0,5.9,54.0,English
1265,FearDotCom,8/9/2002,40000000.0,18902015.0,101.0,3.2,105.0,English
1266,Cirque du Freak: The Vampire's Assistant,10/23/2009,40000000.0,28169671.0,109.0,5.5,348.0,English
1267,Duplex,9/26/2003,40000000.0,19322135.0,89.0,5.9,482.0,English
1270,Universal Soldier: The Return,8/5/1999,45000000.0,10667893.0,82.0,4.2,135.0,English
1271,Pandorum,9/8/2009,33000000.0,20645327.0,108.0,6.5,774.0,English
1273,Extreme Ops,11/27/2002,40000000.0,10959475.0,93.0,5.0,28.0,English
1275,Sunshine,4/5/2007,50000000.0,32017803.0,107.0,7.0,1182.0,English
1276,A Thousand Words,3/7/2012,40000000.0,22044277.0,91.0,6.0,373.0,English
1278,The Gunman,2/16/2015,40000000.0,13644292.0,115.0,5.5,392.0,English
1279,Stormbreaker,7/21/2006,40000000.0,23937870.0,93.0,5.1,213.0,English
1280,Disturbia,4/12/2007,20000000.0,117760134.0,105.0,6.6,1006.0,English
1281,Hackers,9/14/1995,20000000.0,7563728.0,107.0,6.2,398.0,English
1286,Snowpiercer,8/1/2013,39200000.0,86758912.0,126.0,6.7,2854.0,Korean
1289,The Crow,5/11/1994,15000000.0,94000000.0,102.0,7.3,953.0,English
1290,Baahubali: The Beginning,7/10/2015,40000000.0,100000000.0,159.0,7.5,135.0,Telugu
1291,The Time Traveler's Wife,8/14/2009,39000000.0,101229792.0,107.0,6.7,798.0,English
1293,Frankenweenie,10/4/2012,39000000.0,35287788.0,87.0,6.6,932.0,English
1294,Serenity,8/25/2005,39000000.0,38869464.0,119.0,7.4,1264.0,English
1295,Against the Ropes,2/20/2004,39000000.0,6614280.0,106.0,4.5,32.0,English
1296,Superman III,6/17/1983,39000000.0,75850624.0,125.0,5.3,490.0,English
1297,Grudge Match,12/25/2013,40000000.0,44907260.0,113.0,6.0,433.0,English
1298,Red Cliff,7/10/2008,80341000.0,127814609.0,150.0,7.1,205.0,Chinese
1299,Sweet Home Alabama,9/26/2002,30000000.0,180622424.0,108.0,6.0,394.0,English
1300,The Ugly Truth,7/24/2009,38000000.0,205298907.0,96.0,6.4,972.0,English
1302,Spy Kids 2: The Island of Lost Dreams,8/7/2002,38000000.0,119723358.0,100.0,5.3,521.0,English
1303,Star Trek: Generations,11/17/1994,38000000.0,120000000.0,118.0,6.4,452.0,English
1304,The Grandmaster,1/8/2013,3860000.0,64076736.0,130.0,6.3,273.0,Chinese
1305,Water for Elephants,3/15/2011,38000000.0,114156230.0,120.0,6.7,850.0,English
1307,The Hurricane,9/17/1999,50000000.0,73956241.0,146.0,7.2,396.0,English
1308,Enough,5/24/2002,38000000.0,51801187.0,114.0,6.2,264.0,English
1310,Paul Blart: Mall Cop 2,4/16/2015,38000000.0,107597242.0,94.0,5.0,567.0,English
1311,Angel Eyes,5/15/2001,53000000.0,29700000.0,102.0,5.6,88.0,English
1313,The Ninth Gate,8/24/1999,38000000.0,58401898.0,133.0,6.3,756.0,English
1314,Extreme Measures,9/27/1996,38000000.0,17380126.0,118.0,5.7,80.0,English
1315,Rock Star,9/4/2001,57000000.0,16991902.0,105.0,6.0,190.0,English
1316,Precious,11/6/2009,10000000.0,47536959.0,110.0,6.9,417.0,English
1317,White Squall,2/2/1996,38000000.0,10300000.0,129.0,6.3,86.0,English
1318,The Thing,6/25/1982,15000000.0,19629760.0,109.0,7.8,1588.0,English
1319,Riddick,9/2/2013,38000000.0,98337295.0,119.0,6.2,2035.0,English
1320,Switchback,10/31/1997,37000000.0,6482195.0,118.0,5.8,52.0,English
1322,City of Ember,10/7/2008,55000000.0,17869048.0,90.0,6.2,605.0,English
1323,The Master,9/7/2012,32000000.0,28258060.0,137.0,7.0,701.0,English
1324,Virgin Territory,12/17/2007,38000000.0,5410749.0,93.0,4.3,75.0,English
1325,The Express,10/10/2008,40000000.0,9793496.0,130.0,7.1,71.0,English
1326,The 5th Wave,1/14/2016,38000000.0,109906372.0,112.0,5.6,1945.0,English
1327,Creed,11/25/2015,37000000.0,173567581.0,133.0,7.3,1915.0,English
1328,The Town,9/15/2010,37000000.0,154026136.0,125.0,7.0,1468.0,English
1329,What to Expect When You're Expecting,5/17/2012,40000000.0,79700000.0,110.0,5.8,594.0,English
1330,Burn After Reading,9/5/2008,37000000.0,163720069.0,96.0,6.5,1222.0,English
1331,Nim's Island,4/3/2008,37000000.0,100076342.0,96.0,5.6,330.0,English
1332,Rush,9/2/2013,38000000.0,90247624.0,123.0,7.7,2277.0,English
1333,Magnolia,12/8/1999,37000000.0,48451803.0,188.0,7.5,825.0,English
1334,Cop Out,2/26/2010,30000000.0,55583804.0,107.0,5.3,511.0,English
1335,How to Be Single,1/21/2016,38000000.0,112343513.0,110.0,5.9,1201.0,English
1336,Dolphin Tale,9/23/2011,37000000.0,95404397.0,113.0,6.7,163.0,English
1337,Twilight,11/20/2008,37000000.0,392616625.0,122.0,5.8,3561.0,English
1338,John Q,2/15/2002,36000000.0,102244770.0,116.0,7.0,594.0,English
1339,Blue Streak,9/17/1999,65000000.0,117758500.0,93.0,6.1,352.0,English
1340,We're the Millers,8/7/2013,37000000.0,269994119.0,110.0,6.8,2972.0,English
1341,The Inhabited Island,12/18/2008,36500000.0,21834845.0,115.0,5.3,23.0,Russian
1342,Breakdown,5/2/1997,36000000.0,50159144.0,95.0,6.6,198.0,English
1343,Never Say Never Again,10/7/1983,36000000.0,160000000.0,134.0,5.8,338.0,English
1344,Hot Tub Time Machine,3/26/2010,36000000.0,64572262.0,101.0,6.0,894.0,English
1345,Dolphin Tale 2,9/12/2014,36000000.0,52424533.0,107.0,6.7,96.0,English
1346,Reindeer Games,2/25/2000,42000000.0,32168970.0,124.0,5.4,173.0,English
1347,A Man Apart,4/4/2003,36000000.0,44350926.0,109.0,5.8,258.0,English
1348,Aloha,5/27/2015,37000000.0,26250020.0,105.0,5.2,692.0,English
1351,The Rite,1/28/2011,37000000.0,96047633.0,114.0,5.8,556.0,English
1352,Gattaca,9/7/1997,36000000.0,12532777.0,106.0,7.5,1808.0,English
1353,Isn't She Great,1/28/2000,36000000.0,3003296.0,95.0,4.6,14.0,German
1354,Space Chimps,7/17/2008,37000000.0,63800345.0,81.0,5.2,99.0,English
1356,The Hangover,6/5/2009,35000000.0,459270619.0,100.0,7.2,6173.0,English
1357,Ip Man 3,12/19/2015,36000000.0,156844753.0,105.0,6.5,379.0,Chinese
1358,Austin Powers: The Spy Who Shagged Me,6/8/1999,33000000.0,310940086.0,95.0,6.2,1011.0,English
1361,Lethal Weapon 3,5/15/1992,35000000.0,321731527.0,118.0,6.4,811.0,English
1362,The Blind Side,11/20/2009,29000000.0,309208309.0,129.0,7.2,1597.0,English
1363,Spy Kids,3/18/2001,35000000.0,147934180.0,88.0,5.5,867.0,English
1364,Horrible Bosses,7/8/2011,35000000.0,117000000.0,98.0,6.5,2277.0,English
1365,True Grit,12/22/2010,38000000.0,252276927.0,110.0,7.2,1668.0,English
1366,The Devil Wears Prada,6/30/2006,35000000.0,326551094.0,109.0,7.0,3088.0,English
1367,Star Trek: The Motion Picture,12/6/1979,35000000.0,139000000.0,132.0,6.2,530.0,English
1368,Identity Thief,2/7/2013,35000000.0,173965010.0,111.0,5.6,1645.0,English
1369,Cape Fear,11/15/1991,35000000.0,182300000.0,128.0,7.0,675.0,English
1370,21,3/27/2008,35000000.0,69823199.0,123.0,6.5,1375.0,English
1371,Trainwreck,7/17/2015,35000000.0,140795793.0,125.0,5.9,1181.0,English
1372,Guess Who,3/25/2005,35000000.0,68915888.0,105.0,5.5,225.0,English
1373,The English Patient,11/14/1996,27000000.0,231976425.0,162.0,7.0,542.0,English
1374,L.A. Confidential,9/19/1997,35000000.0,126216940.0,138.0,7.7,1310.0,English
1375,Sky High,7/29/2005,35000000.0,86369815.0,100.0,5.8,550.0,English
1377,Species,7/7/1995,35000000.0,113374103.0,108.0,5.5,453.0,English
1378,A Nightmare on Elm Street,11/14/1984,1800000.0,25504513.0,91.0,7.2,1180.0,English
1379,The Cell,8/17/2000,33000000.0,104155843.0,107.0,6.0,436.0,English
1381,Secretariat,8/20/2010,35000000.0,60251371.0,123.0,6.8,103.0,English
1382,TMNT,3/23/2007,34000000.0,95608995.0,90.0,6.0,345.0,English
1383,Radio,10/24/2003,32000000.0,52277485.0,109.0,6.8,141.0,English
1384,Friends with Benefits,7/21/2011,35000000.0,150483765.0,109.0,6.5,2237.0,English
1385,Neighbors 2: Sorority Rising,5/4/2016,35000000.0,108758521.0,91.0,5.6,1462.0,English
1386,Saving Mr. Banks,11/16/2013,35000000.0,112544580.0,125.0,7.3,1226.0,English
1387,Malcolm X,11/18/1992,34000000.0,48169908.0,202.0,7.2,370.0,English
1388,This Is 40,12/20/2012,35000000.0,88058786.0,134.0,5.6,896.0,English
1389,Old Dogs,11/24/2009,35000000.0,92219310.0,88.0,5.2,210.0,English
1390,Underworld: Rise of the Lycans,1/22/2009,35000000.0,91353501.0,92.0,6.2,1428.0,English
1391,License to Wed,7/4/2007,35000000.0,69307224.0,91.0,5.2,253.0,English
1393,Must Love Dogs,7/21/2005,30000000.0,58405313.0,98.0,5.8,140.0,English
1394,Donnie Brasco,2/27/1997,35000000.0,41954997.0,127.0,7.4,1147.0,English
1395,Resident Evil,3/15/2002,33000000.0,102984862.0,100.0,6.4,2065.0,English
1396,Poltergeist,6/4/1982,10700000.0,122200000.0,114.0,7.0,794.0,English
1398,Max Payne,10/15/2008,35000000.0,85416905.0,100.0,5.2,613.0,English
1399,In Time,10/27/2011,40000000.0,173930596.0,109.0,6.7,3417.0,English
1400,The Back-Up Plan,4/23/2010,35000000.0,77477008.0,106.0,5.7,458.0,English
1401,Something Borrowed,5/5/2011,35000000.0,59901913.0,112.0,5.9,296.0,English
1403,The Bad News Bears,4/7/1976,35000000.0,35323292.0,102.0,6.9,97.0,English
1404,Street Fighter,12/22/1994,35000000.0,99423521.0,102.0,4.1,325.0,English
1405,The Pianist,9/24/2002,35000000.0,120072577.0,150.0,8.0,1864.0,English
1407,House of Wax,4/30/2005,40000000.0,68766121.0,113.0,5.5,677.0,English
1408,Closer,12/1/2004,27000000.0,115505027.0,104.0,6.7,811.0,English
1409,J. Edgar,11/9/2011,35000000.0,84606030.0,137.0,6.0,741.0,English
1410,Mirrors,8/15/2008,35000000.0,72436439.0,110.0,6.0,485.0,English
1411,Queen of the Damned,2/10/2002,35000000.0,45479110.0,101.0,5.4,239.0,English
1412,Predator 2,11/20/1990,35000000.0,57120318.0,108.0,5.9,730.0,English
1413,Untraceable,1/22/2008,35000000.0,32483410.0,101.0,5.9,238.0,English
1414,Blast from the Past,2/12/1999,35000000.0,40263020.0,112.0,6.3,245.0,English
1415,Flash Gordon,9/1/1980,35000000.0,27107960.0,111.0,6.1,233.0,English
1416,Jersey Girl,3/25/2004,35000000.0,36098382.0,102.0,5.8,325.0,English
1417,Alex Cross,10/18/2012,45000000.0,30353232.0,101.0,5.1,300.0,English
1418,Midnight in the Garden of Good and Evil,11/21/1997,35000000.0,25105255.0,155.0,6.3,157.0,English
1419,Heist,11/13/2015,8900000.0,4100000.0,93.0,5.6,318.0,English
1420,Nanny McPhee and the Big Bang,3/26/2010,35000000.0,93246388.0,109.0,6.0,436.0,English
1422,The X Files: I Want to Believe,7/24/2008,30000000.0,68369434.0,104.0,5.5,523.0,English
1423,Ella Enchanted,4/9/2004,31000000.0,27388767.0,96.0,5.9,437.0,English
1424,Concussion,11/12/2015,35000000.0,50363790.0,123.0,7.0,823.0,English
1425,Abduction,9/22/2011,35000000.0,82087155.0,106.0,5.6,961.0,English
1426,Valiant,3/25/2005,35000000.0,19478106.0,76.0,5.2,235.0,English
1428,Superhero Movie,3/27/2008,35000000.0,25871834.0,85.0,4.9,379.0,English
1429,Broken City,1/18/2013,56000000.0,19701164.0,109.0,5.7,593.0,English
1430,Cursed,2/25/2005,35000000.0,19294901.0,97.0,5.1,167.0,English
1431,Premium Rush,8/24/2012,35000000.0,31083599.0,91.0,6.2,832.0,English
1432,Hot Pursuit,5/8/2015,35000000.0,51680201.0,87.0,5.4,647.0,English
1433,The Four Feathers,9/8/2002,35000000.0,29882645.0,132.0,6.5,159.0,English
1434,Parker,1/23/2013,35000000.0,46216641.0,118.0,5.7,1455.0,English
1435,Wimbledon,9/13/2004,31000000.0,41512007.0,98.0,6.0,293.0,English
1436,Furry Vengeance,4/2/2010,35000000.0,39340177.0,92.0,4.6,149.0,English
1438,Krull,7/29/1983,27000000.0,16519460.0,117.0,5.8,129.0,English
1439,Lions for Lambs,10/22/2007,35000000.0,63215872.0,92.0,6.0,216.0,English
1441,Walk Hard: The Dewey Cox Story,12/21/2007,35000000.0,18317151.0,96.0,6.6,212.0,English
1443,American Outlaws,8/17/2001,35000000.0,13678913.0,94.0,5.7,55.0,English
1444,The Young Victoria,3/4/2009,35000000.0,27409889.0,105.0,7.0,322.0,English
1445,Whiteout,9/9/2009,40000000.0,12206028.0,101.0,5.3,220.0,English
1446,The Tree of Life,5/18/2011,32000000.0,54674226.0,139.0,6.5,987.0,English
1448,Sabotage,3/28/2014,35000000.0,17508518.0,110.0,5.5,555.0,English
1449,The Order,9/5/2003,35000000.0,11560806.0,102.0,4.8,91.0,English
1450,Punisher: War Zone,12/5/2008,20500000.0,10089373.0,102.0,5.6,294.0,English
1451,Zoom,8/11/2006,35000000.0,12506188.0,83.0,4.9,135.0,English
1452,The Walk,9/30/2015,35000000.0,61181942.0,123.0,6.9,1121.0,English
1454,A Good Year,9/9/2006,35000000.0,42064105.0,118.0,6.5,357.0,English
1455,Radio Flyer,2/21/1992,35000000.0,4651977.0,114.0,6.6,53.0,English
1458,Femme Fatale,11/6/2002,35000000.0,16838910.0,114.0,6.2,142.0,English
1460,The Horseman on the Roof,9/20/1995,35000000.0,15000000.0,135.0,6.7,25.0,English
1461,Ride with the Devil,11/24/1999,38000000.0,635096.0,138.0,6.6,49.0,English
1463,Bandidas,1/18/2006,35000000.0,10496317.0,93.0,5.8,307.0,Spanish
1465,The Maze Runner,9/10/2014,34000000.0,348319861.0,113.0,7.0,5371.0,English
1466,Unfinished Business,3/5/2015,35000000.0,14431253.0,91.0,5.0,320.0,English
1467,The Age of Innocence,9/17/1993,34000000.0,32255440.0,139.0,7.0,169.0,English
1468,The Fountain,9/6/2006,35000000.0,15304890.0,96.0,6.8,827.0,English
1469,Chill Factor,9/1/1999,70000000.0,11263966.0,101.0,5.3,29.0,English
1470,Stolen,5/17/2012,35000000.0,2106557.0,96.0,5.1,344.0,English
1471,Ponyo,7/19/2008,41677699.0,187479518.0,100.0,7.5,926.0,Japanese
1472,The Longest Ride,4/9/2015,34000000.0,63013281.0,128.0,7.3,1064.0,English
1473,The Astronaut's Wife,8/26/1999,75000000.0,19598588.0,109.0,5.4,254.0,English
1476,Mandela: Long Walk to Freedom,12/6/2013,35000000.0,27330000.0,141.0,6.5,224.0,English
1477,Reds,12/25/1981,32000000.0,40382659.0,195.0,7.1,67.0,English
1478,A Few Good Men,12/11/1992,40000000.0,243240178.0,138.0,7.1,877.0,English
1479,Exit Wounds,3/13/2001,50000000.0,79958599.0,101.0,5.3,110.0,English
1480,Big Momma's House,5/31/2000,30000000.0,173959438.0,98.0,5.6,506.0,English
1482,The Darkest Hour,12/22/2011,30000000.0,64626786.0,89.0,4.8,469.0,English
1483,Step Up Revolution,7/26/2012,33000000.0,140470746.0,99.0,6.7,663.0,English
1484,Snakes on a Plane,8/6/2006,33000000.0,62022014.0,105.0,5.1,497.0,English
1486,The Punisher,4/15/2004,33000000.0,54700105.0,124.0,6.1,766.0,English
1487,Goal!: The Dream Begins,6/6/2005,30000000.0,27610873.0,118.0,6.6,238.0,English
1488,Safe,4/16/2012,30000000.0,40346186.0,94.0,6.3,799.0,English
1490,Return of the Jedi,5/23/1983,32350000.0,572700000.0,135.0,7.9,4665.0,English
1491,Doomsday,3/14/2008,30000000.0,22211426.0,108.0,5.8,363.0,English
1492,The Reader,12/10/2008,32000000.0,113019290.0,124.0,7.2,813.0,English
1493,Wanderlust,2/23/2012,35000000.0,24159934.0,98.0,5.3,394.0,English
1494,Elf,10/9/2003,32000000.0,173398518.0,97.0,6.4,987.0,English
1495,Phenomenon,7/5/1996,32000000.0,152036382.0,123.0,6.2,323.0,English
1498,Nacho Libre,6/16/2006,32000000.0,80197993.0,92.0,5.6,359.0,English
1499,Bridesmaids,4/28/2011,32500000.0,288383523.0,125.0,6.5,1661.0,English
1500,This Is the End,6/12/2013,32000000.0,126041322.0,107.0,6.3,2359.0,English
1501,Stigmata,9/10/1999,29000000.0,50041732.0,103.0,6.0,242.0,English
1502,Men of Honor,9/13/2000,32000000.0,48814909.0,129.0,7.0,544.0,English
1503,Takers,8/26/2010,32000000.0,69055695.0,107.0,6.0,394.0,English
1504,The Big Wedding,4/25/2013,35000000.0,21819348.0,90.0,5.7,414.0,English
1505,"Big Mommas: Like Father, Like Son",2/16/2011,32000000.0,83615414.0,107.0,5.3,313.0,English
1506,Source Code,3/30/2011,32000000.0,147332697.0,93.0,7.1,2699.0,English
1507,Alive,1/15/1993,32000000.0,36733909.0,120.0,6.7,374.0,English
1508,The Number 23,2/23/2007,30000000.0,77566815.0,101.0,6.3,1018.0,English
1509,The Young and Prodigious T.S. Spivet,10/16/2013,33000000.0,9494789.0,105.0,6.7,232.0,English
1510,1941,12/13/1979,35000000.0,31755742.0,113.0,5.6,143.0,English
1512,A History of Violence,9/23/2005,32000000.0,60740827.0,96.0,6.9,832.0,English
1513,Transporter 2,8/2/2005,32000000.0,85167639.0,87.0,6.2,1061.0,English
1514,The Quick and the Dead,2/9/1995,32000000.0,18552460.0,107.0,6.3,427.0,English
1515,Laws of Attraction,4/4/2004,28000000.0,30016165.0,90.0,5.6,104.0,English
1517,Repo Men,3/18/2010,32000000.0,18409891.0,111.0,6.2,620.0,English
1518,Dragon Wars: D-War,2/8/2007,70000000.0,53587404.0,90.0,4.0,104.0,Korean
1520,The Incredible Burt Wonderstone,3/14/2013,30000000.0,27437881.0,100.0,5.3,724.0,English
1521,Cats Don't Dance,3/26/1997,32000000.0,3566637.0,75.0,7.1,24.0,English
1523,The Good German,12/8/2006,32000000.0,5914908.0,108.0,5.9,86.0,English
1525,Apocalypse Now,8/15/1979,31500000.0,89460381.0,153.0,8.0,2055.0,English
1526,Going the Distance,9/1/2010,32000000.0,42045846.0,102.0,6.0,262.0,English
1528,Criminal,4/14/2016,31500000.0,14708696.0,113.0,5.7,557.0,English
1529,Out of Africa,12/20/1985,31000000.0,128499205.0,161.0,7.0,279.0,English
1530,Flight,11/2/2012,31000000.0,161772375.0,138.0,6.5,2415.0,English
1531,Moonraker,6/26/1979,34000000.0,210308099.0,126.0,5.9,541.0,English
1532,The Grand Budapest Hotel,2/26/2014,30000000.0,174600318.0,99.0,8.0,4519.0,English
1533,Hearts in Atlantis,9/7/2001,31000000.0,24185781.0,101.0,6.4,131.0,English
1534,Arachnophobia,8/9/1990,31000000.0,53208180.0,103.0,6.2,433.0,English
1535,Frequency,4/28/2000,31000000.0,68106245.0,118.0,7.0,462.0,English
1536,Vacation,7/28/2015,31000000.0,104384188.0,99.0,6.2,1195.0,English
1537,Get Shorty,10/20/1995,30250000.0,115101622.0,105.0,6.4,302.0,English
1538,Chicago,12/26/2002,45000000.0,306776732.0,113.0,6.9,677.0,English
1539,Big Daddy,6/25/1999,34200000.0,234801895.0,93.0,6.1,875.0,English
1540,American Pie 2,8/10/2001,30000000.0,287553595.0,108.0,6.0,1344.0,English
1541,Toy Story,10/30/1995,30000000.0,373554033.0,81.0,7.7,5269.0,English
1542,Speed,6/9/1994,30000000.0,350448145.0,116.0,6.8,1783.0,English
1543,The Vow,2/5/2012,30000000.0,196114570.0,104.0,7.0,1293.0,English
1544,Extraordinary Measures,1/21/2010,31000000.0,15134293.0,105.0,6.0,89.0,English
1545,Remember the Titans,9/29/2000,30000000.0,136706683.0,113.0,7.4,821.0,English
1546,The Hunt for Red October,3/2/1990,30000000.0,199200000.0,134.0,7.2,957.0,English
1547,The Butler,8/16/2013,25000000.0,115922175.0,132.0,7.2,1101.0,English
1548,DodgeBall: A True Underdog Story,6/18/2004,20000000.0,167722310.0,92.0,6.2,981.0,English
1549,The Addams Family,11/22/1991,30000000.0,191502426.0,99.0,6.7,848.0,English
1550,Ace Ventura: When Nature Calls,11/10/1995,30000000.0,212385533.0,90.0,6.1,1099.0,English
1551,The Princess Diaries,8/3/2001,37000000.0,165335153.0,115.0,6.5,1023.0,English
1552,The First Wives Club,9/20/1996,26000000.0,116400000.0,102.0,6.5,166.0,English
1553,Se7en,9/22/1995,33000000.0,327311859.0,127.0,8.1,5765.0,English
1554,District 9,8/5/2009,30000000.0,210819611.0,112.0,7.3,3382.0,English
1555,The SpongeBob SquarePants Movie,11/14/2004,30000000.0,140161792.0,87.0,6.7,574.0,English
1556,Mystic River,10/7/2003,25000000.0,156822020.0,138.0,7.6,1422.0,English
1557,Million Dollar Baby,12/15/2004,30000000.0,216763646.0,132.0,7.7,2439.0,English
1558,Analyze This,3/5/1999,80000000.0,176885658.0,103.0,6.4,503.0,English
1559,The Notebook,6/25/2004,29000000.0,115603229.0,123.0,7.7,3067.0,English
1560,27 Dresses,1/10/2008,30000000.0,160259319.0,111.0,6.1,978.0,English
1561,Hannah Montana: The Movie,4/10/2009,35000000.0,155545279.0,102.0,6.0,449.0,English
1562,Rugrats in Paris: The Movie,9/14/2000,30.0,103.0,78.0,6.0,100.0,Italian
1563,The Prince of Tides,12/25/1991,30000000.0,74787599.0,132.0,5.9,56.0,English
1564,Legends of the Fall,12/16/1994,30000000.0,160638883.0,133.0,7.2,619.0,English
1565,Up in the Air,9/5/2009,25000000.0,163670000.0,109.0,6.7,1205.0,English
1566,About Schmidt,12/13/2002,30000000.0,105834556.0,125.0,6.7,362.0,English
1567,Warm Bodies,1/31/2013,35000000.0,116980662.0,97.0,6.4,2652.0,English
1568,Looper,9/26/2012,30000000.0,47042000.0,118.0,6.6,4697.0,English
1570,Babe,7/18/1995,30000000.0,254134910.0,89.0,6.0,733.0,English
1571,Hope Springs,8/7/2012,30000000.0,114281051.0,100.0,5.8,284.0,English
1572,Forgetting Sarah Marshall,4/17/2008,30000000.0,105173115.0,111.0,6.4,1172.0,English
1573,Four Brothers,8/11/2005,45000000.0,92374674.0,109.0,6.7,607.0,English
1574,Baby Mama,4/23/2008,30000000.0,63833449.0,99.0,5.8,205.0,English
1576,Bride Wars,1/9/2009,30000000.0,114663461.0,89.0,5.9,856.0,English
1577,Without a Paddle,8/20/2004,19000000.0,69631118.0,95.0,5.3,214.0,English
1578,13 Going on 30,4/13/2004,37000000.0,96455697.0,98.0,6.3,1204.0,English
1579,Midnight in Paris,5/11/2011,30000000.0,151119219.0,94.0,7.4,1990.0,English
1581,Blow,4/4/2001,53000000.0,83282296.0,124.0,7.4,1317.0,English
1582,Message in a Bottle,2/22/1999,80000000.0,118880016.0,131.0,5.8,196.0,English
1583,Star Trek V: The Final Frontier,6/9/1989,30000000.0,70200000.0,107.0,5.6,376.0,English
1585,The Naked Gun 33⅓: The Final Insult,3/18/1994,30000000.0,51132598.0,83.0,6.3,521.0,English
1586,A View to a Kill,5/24/1985,30000000.0,152427960.0,131.0,6.0,506.0,English
1587,The Curse of the Were-Rabbit,9/4/2005,30000000.0,192452832.0,85.0,6.8,643.0,English
